cell_id,cell_row,cell_col,lon,lat,valid_pixels,urbanization_component,vegetation_component,water_component,stress_score,stress_score_pca,stress_category,evidence_strength,supporting_evidence_count,evidence_interpretation
C_035_088,35,88,78.994298,13.463186,10000,0.4076,0.3777,0.0,0.2618,0.3574,Q3: Moderate-High Relative Stress,Moderate (Same-Sensor Spectral Agreement),2,Same-sensor spectral agreement between NDBI increase and vegetation decrease.
C_035_089,35,89,79.003281,13.463186,10000,0.2732,0.4312,0.0,0.2348,0.3199,Q3: Moderate-High Relative Stress,Moderate (Same-Sensor Spectral Agreement),2,Same-sensor spectral agreement between NDBI increase and vegetation decrease.
C_035_090,35,90,79.012264,13.463186,10000,0.2441,0.242,0.0026,0.1629,0.2214,Q2: Moderate-Low Relative Stress,Moderate (Same-Sensor Spectral Agreement),2,Same-sensor spectral agreement between NDBI increase and vegetation decrease.
C_035_091,35,91,79.021247,13.463186,10000,0.079,0.0729,0.0246,0.0588,0.0713,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_035_092,35,92,79.03023,13.463186,10000,0.1069,0.1391,0.073,0.1063,0.1184,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_035_093,35,93,79.039214,13.463186,7849,0.2535,0.2281,0.1202,0.2006,0.23,Q2: Moderate-Low Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_035_118,35,118,79.263792,13.463186,10000,0.0524,0.1585,0.319,0.1766,0.1243,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated water/moisture spectral decrease without land conversion.
C_035_119,35,119,79.272775,13.463186,10000,0.2805,0.2708,0.4595,0.3369,0.2922,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_035_120,35,120,79.281759,13.463186,10000,0.0827,0.1039,0.1454,0.1107,0.0979,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_035_121,35,121,79.290742,13.463186,10000,0.0897,0.2058,0.0635,0.1197,0.1398,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_035_122,35,122,79.299725,13.463186,10000,0.24,0.3476,0.5701,0.3859,0.3183,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_035_123,35,123,79.308708,13.463186,10000,0.1526,0.1786,0.2587,0.1966,0.1739,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated water/moisture spectral decrease without land conversion.
C_035_124,35,124,79.317691,13.463186,10000,0.1566,0.3505,0.1104,0.2058,0.2399,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_035_125,35,125,79.326674,13.463186,9825,0.1907,0.2677,0.0453,0.1679,0.2123,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_035_126,35,126,79.335658,13.463186,9639,0.1002,0.2028,0.2185,0.1738,0.1572,Q2: Moderate-Low Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_035_127,35,127,79.344641,13.463186,8136,0.1455,0.1935,0.283,0.2073,0.1795,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated water/moisture spectral decrease without land conversion.
C_035_128,35,128,79.353624,13.463186,9414,0.293,0.272,0.2501,0.2717,0.2796,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_035_129,35,129,79.362607,13.463186,10000,0.1332,0.1434,0.4853,0.254,0.1695,Q3: Moderate-High Relative Stress,Low (Single Evidence Family),1,Isolated water/moisture spectral decrease without land conversion.
C_035_130,35,130,79.37159,13.463186,10000,0.1015,0.2692,0.1929,0.1879,0.1854,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_035_131,35,131,79.380573,13.463186,9976,0.0784,0.3433,0.2373,0.2197,0.2123,Q3: Moderate-High Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_035_132,35,132,79.389556,13.463186,10000,0.139,0.3363,0.501,0.3254,0.2606,Q4: Higher Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_035_133,35,133,79.39854,13.463186,10000,0.0307,0.134,0.0838,0.0828,0.0821,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_035_134,35,134,79.407523,13.463186,10000,0.0055,0.0233,0.0468,0.0252,0.0172,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_036_031,36,31,78.482258,13.454203,6171,0.015,0.3375,0.0,0.1175,0.1592,Q1: Lower Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_036_032,36,32,78.491241,13.454203,10000,0.0993,0.3649,0.0046,0.1563,0.2107,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_036_033,36,33,78.500224,13.454203,10000,0.1389,0.3647,0.0318,0.1784,0.2312,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_036_034,36,34,78.509207,13.454203,10000,0.3438,0.4017,0.0946,0.2801,0.3475,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_036_035,36,35,78.518191,13.454203,10000,0.2055,0.6979,0.0481,0.3172,0.4136,Q4: Higher Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_036_036,36,36,78.527174,13.454203,10000,0.393,0.5493,0.3743,0.4389,0.4618,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_036_037,36,37,78.536157,13.454203,10000,0.3368,0.3291,0.0855,0.2504,0.3107,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_036_038,36,38,78.54514,13.454203,10000,0.2409,0.518,0.0681,0.2757,0.3504,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_036_039,36,39,78.554123,13.454203,10000,0.1308,0.3003,0.0792,0.1701,0.2026,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_036_040,36,40,78.563106,13.454203,10000,0.6591,0.519,0.1719,0.45,0.552,Q4: Higher Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_036_041,36,41,78.57209,13.454203,10000,0.4421,0.5223,0.1251,0.3632,0.4497,Q4: Higher Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_036_042,36,42,78.581073,13.454203,10000,0.0417,0.1083,0.0111,0.0537,0.069,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_036_043,36,43,78.590056,13.454203,10000,0.0342,0.0436,0.0147,0.0309,0.0367,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_036_044,36,44,78.599039,13.454203,10000,0.2035,0.311,0.0223,0.1789,0.2357,Q2: Moderate-Low Relative Stress,Moderate (Same-Sensor Spectral Agreement),2,Same-sensor spectral agreement between NDBI increase and vegetation decrease.
C_036_045,36,45,78.608022,13.454203,10000,0.2508,0.4087,0.1431,0.2675,0.3124,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_036_046,36,46,78.617005,13.454203,10000,0.06,0.2472,0.0986,0.1352,0.1479,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_036_047,36,47,78.625988,13.454203,10000,0.2893,0.2525,0.1058,0.2159,0.2561,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_036_048,36,48,78.634972,13.454203,10000,0.4822,0.4254,0.169,0.3588,0.4283,Q4: Higher Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_036_049,36,49,78.643955,13.454203,10000,0.5275,0.7117,0.0904,0.4432,0.5712,Q4: Higher Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_036_050,36,50,78.652938,13.454203,10000,0.3007,0.3404,0.2102,0.2838,0.3104,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_036_051,36,51,78.661921,13.454203,10000,0.2844,0.3532,0.1556,0.2644,0.3038,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_036_052,36,52,78.670904,13.454203,10000,0.4192,0.4799,0.0979,0.3324,0.4177,Q4: Higher Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_036_053,36,53,78.679887,13.454203,10000,0.4518,0.6203,0.1723,0.4148,0.5026,Q4: Higher Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_036_054,36,54,78.688871,13.454203,10000,0.2437,0.3548,0.1434,0.2473,0.2848,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_036_055,36,55,78.697854,13.454203,10000,0.2443,0.5744,0.1123,0.3103,0.3814,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_036_056,36,56,78.706837,13.454203,10000,0.1939,0.5114,0.1025,0.2693,0.329,Q3: Moderate-High Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_036_057,36,57,78.71582,13.454203,10000,0.2793,0.5073,0.0275,0.2714,0.3595,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_036_058,36,58,78.724803,13.454203,10000,0.3426,0.6263,0.0134,0.3274,0.441,Q4: Higher Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_036_059,36,59,78.733786,13.454203,10000,0.2457,0.531,0.1231,0.2999,0.3634,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_036_060,36,60,78.742769,13.454203,10000,0.3712,0.631,0.1683,0.3902,0.4702,Q4: Higher Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_036_061,36,61,78.751753,13.454203,10000,0.2362,0.3795,0.0563,0.224,0.2847,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_036_062,36,62,78.760736,13.454203,10000,0.3225,0.3398,0.0223,0.2282,0.3032,Q3: Moderate-High Relative Stress,Moderate (Same-Sensor Spectral Agreement),2,Same-sensor spectral agreement between NDBI increase and vegetation decrease.
C_036_063,36,63,78.769719,13.454203,10000,0.3672,0.4028,0.0056,0.2585,0.3507,Q3: Moderate-High Relative Stress,Moderate (Same-Sensor Spectral Agreement),2,Same-sensor spectral agreement between NDBI increase and vegetation decrease.
C_036_064,36,64,78.778702,13.454203,10000,0.2737,0.4301,0.0684,0.2574,0.3258,Q3: Moderate-High Relative Stress,Moderate (Same-Sensor Spectral Agreement),2,Same-sensor spectral agreement between NDBI increase and vegetation decrease.
C_036_065,36,65,78.787685,13.454203,10000,0.2522,0.3132,0.0337,0.1997,0.2601,Q2: Moderate-Low Relative Stress,Moderate (Same-Sensor Spectral Agreement),2,Same-sensor spectral agreement between NDBI increase and vegetation decrease.
C_036_066,36,66,78.796668,13.454203,10000,0.2608,0.4754,0.0213,0.2525,0.3361,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_036_067,36,67,78.805652,13.454203,10000,0.2279,0.7067,0.0625,0.3324,0.4291,Q4: Higher Relative Stress,Moderate (Same-Sensor Spectral Agreement),2,Same-sensor spectral agreement between NDBI increase and vegetation decrease.
C_036_068,36,68,78.814635,13.454203,10000,0.1797,0.5853,0.1071,0.2907,0.3562,Q3: Moderate-High Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_036_069,36,69,78.823618,13.454203,10000,0.2675,0.793,0.0658,0.3754,0.4865,Q4: Higher Relative Stress,Moderate (Same-Sensor Spectral Agreement),2,Same-sensor spectral agreement between NDBI increase and vegetation decrease.
C_036_070,36,70,78.832601,13.454203,10000,0.2957,0.4865,0.1022,0.2948,0.3644,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_036_071,36,71,78.841584,13.454203,10000,0.1047,0.313,0.244,0.2206,0.2112,Q3: Moderate-High Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_036_072,36,72,78.850567,13.454203,10000,0.1967,0.4447,0.1818,0.2744,0.3073,Q3: Moderate-High Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_036_073,36,73,78.85955,13.454203,10000,0.4242,0.5273,0.1975,0.383,0.4503,Q4: Higher Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_036_074,36,74,78.868534,13.454203,10000,0.1203,0.3637,0.1847,0.2229,0.2359,Q3: Moderate-High Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_036_075,36,75,78.877517,13.454203,10000,0.0427,0.1354,0.1094,0.0958,0.0906,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_036_076,36,76,78.8865,13.454203,10000,0.1154,0.3739,0.1146,0.2013,0.232,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_036_077,36,77,78.895483,13.454203,10000,0.0424,0.1807,0.1431,0.1221,0.1139,Q2: Moderate-Low Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_036_078,36,78,78.904466,13.454203,10000,0.0932,0.3717,0.0439,0.1696,0.2145,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_036_079,36,79,78.913449,13.454203,10000,0.0982,0.1052,0.0128,0.072,0.0936,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_036_080,36,80,78.922433,13.454203,10000,0.0253,0.0181,0.0118,0.0184,0.0209,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_036_081,36,81,78.931416,13.454203,10000,0.0583,0.0375,0.0007,0.0321,0.0437,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_036_082,36,82,78.940399,13.454203,10000,0.1672,0.1157,0.0,0.0943,0.1289,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_036_083,36,83,78.949382,13.454203,10000,0.2206,0.2149,0.0,0.1452,0.1981,Q2: Moderate-Low Relative Stress,Moderate (Same-Sensor Spectral Agreement),2,Same-sensor spectral agreement between NDBI increase and vegetation decrease.
C_036_084,36,84,78.958365,13.454203,10000,0.2877,0.3258,0.0,0.2045,0.279,Q2: Moderate-Low Relative Stress,Moderate (Same-Sensor Spectral Agreement),2,Same-sensor spectral agreement between NDBI increase and vegetation decrease.
C_036_085,36,85,78.967348,13.454203,10000,0.1771,0.1723,0.0003,0.1166,0.159,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_036_086,36,86,78.976331,13.454203,10000,0.1252,0.1511,0.0468,0.1077,0.1298,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
